label|text
-1|contraception bleeding constantly week injection heavily bad cramp anxiety depression moodiness tearfulness feel hysterical time cause time work feel incapable job burst tear reason ve feel low haven t able go life poison inject jab december try different form pill find agree tearfulness anxiety bleed finish pack previously depo find stop period hell come bleed pretty solid month stop time try time know want contraception year know experience come wouldn t happen time decide try depo wrong start bleed couple week jab month ago haven t stop apart maybe week time emotionally ve go hell feel like crack unable work couple day feel hysterical minute low t wait system ve read month way get system quick s reversible experience depo hellish think carefully have previous experience depo okay affect body differently age affect different people different way
-1|control heavy period severe acne hair loss weight gain extreme breakthrough bleeding period everyday month shot lose month life listen dr go second shot hope body acclimate bleed spot month course wo nt pregnant nt sex bleed bad shot body lose hair hair growth med acne life forehead cover shot horrible remove market
-1|build blood anemic headache loss sex drive mood swing take shot september light bleed period month horrible experience recommend
-1|contraception extreme tiredness lack motivation irritibility suicidal thought feeling low self worth constant bleed mood swing know want anxiety panic attack havnt present year change bowel habit lose stone week gain stone week half heartburn indigestion bloat heart palpitation week extremely moody feel suicidal twice day nt know wether want oartner apparent reason sex drive extremely low month diarhea month bleeding start injection think slightly long usual nt think continue injection day count injection come increase anxiety irritibility huge panic attack small start injection sleep hell alot bloat indigestion heartburn suicidal feeling leave mediaction hand partner scared scared socialise injection well year acid constipation etc weight gain feel pregnant paranoid non stop nt recommend research nt mistake feel like m fall apart
-1|Birth Control spot week moodiness fatigue weight gain m period s last month half seriously regret get shot history depression family month feel depressed cry time get cranky people reason fortunately let gain pound month damn shot exercise eat right gain weight extremely depressing especially time year t fit old clothe t wear bikinis awful stretch mark tummy hip feel like cry time look mirror picture nice figure know weight gain effect tell exercise maintain healthy diet fine wasn t time hate body thank depo provera
-1|Essure Procedure heart palpitation lack sex drive depression paranoia headache dizziness depo provera shoot prior receive essure procedure win t get detox body find quickly possible soon procedure bleed week far sign let spend night bed anxiety panic unable sleep daily headache shot sex drive insatiable care sincerely hope return rinse toxin body consider research effect method choose
-1|nan gastric reflux stomach upset fatigue nausea diarrhoea general unwell feel doctor say symton ib know depro mth wear sympton period shocking
-1|treatment fibroid insomnia increase appetite irritability increase bleeding backache shot month period doctor s recommendation haven t decent night s sleep aid medication december ve bleed january want crap system
-1|severe endometriosis month feel completely fine problem spot doctor say normal away month month start feel completely different start feel depressed cry headache loss sex drive extreme pain sex ontop pain feel have endometriosis vaginal dryness bad mood swing start slowly gain weight feel hungry ve shot month feel like completely different person boyfriend notice ve different spot didn t stop month s month spot gross go shot s horrible annoy easily m super emotional cry feel like emotional rollercoaster happy min angry m cry t wait shot feel normal hope think go shot review
-1|birth control weight gain severe mood swing psychosis acne gross brown black spot brittle nail crappy hair hip pain leg pain pain ok get shot bc take year ok time pure hell week shoulder neck stiffness start get moody notice slight weight gain period vanish replace funky brownish black spotting contstant get shot month ago moody like end relationship randomly ppl cry super anger suicidal thought bad depression bad ve feel life weigh shot m drug bad nt give woman crap shot screw bad bad stuff
-1|want fall pregnant mood swing anxiety nausea pain injection site period actually depo shot s play havoc body lately ve constantly want cry shout thing t stand fact s turn sort emotional train wreck s horrible s heartbreaking put boyfriend s go start unwanted pregnancy don t think ll continue avoid cost tip control moodswing email thank
-1|period pregnancy prevention acne mood swing weight gain constant spot cramp anxiety fatigue weakness switch shot forget pill figure shot worth think wrong bad decision ve face flawless pill moderate ache breakout d week half patience fall depression couple month constantly check sure m spot mention ve gain pound shot m want kid future forget thing mess fertility hormone bad ll like birth control forever go impossible pregnant don t con outweigh pro depot case m switch pill asap like especially horrendous experience stay away cost nan
-1|control bleed buy new clothe couple week weight gain rapid lb week ve gain pound total end day m bloated t baggy clothe suddenly acne face ve excellent skin interest sex severely worsen depression lastly week shot fine bleed week spend tampon time period surgery endometriosis go shot surgery fail control bleeding bleed pain weight gain disgusting people gain lbs year gain month
-1|Birth Control daily headache dizziness depression anxiety fatigue mood swing irritability nausea loss sex drive weight issue figure wrong d depo shoot prior have son year complication thyroid disorder seasonal depression nov mar year entirely different start read comment begin make sense headache unbearable difficult month old m constantly unmotivated haven t gain weight ve work extremely hard lose weight avail prevent lose s real gamble shot reccomende chance s reason steer clear m get m go hope clear body effect away s life hell
-1|ovarian CYSTS nausea tired time weakness headache abdominal pain achne depression mood change hate drug
-1|nan massive headache mood swing painful intercourse constantly tired spot cramp like feeling ring ear don t shot living nightmare shot effect go plan parent hood scum bag tell effect weren t relate shot give second shot feel like complete sh t read shot mess body sex drive
-1|treatment Miscarriage give depo provera receive pint blood miscarriage physician say help regulate hormone receive shot month ago bleed non stop shot administer lie hospital bed vulnerable having nearly bleed death dr offer voluntary information effect drug weakened condition unable ask question normally medication honestly feel drug ruin life gain pound hair fall energy excessive bleeding bloating stock kotex particularly like dr ask period love dr shot depo provera nan
-1|endometriosis huge weight gain lb month unable lose weight year drug drug ban s night mare take shot doctor say shut know need hysterectomy d child suppose month year later effect note despite lot exercise eat t lose weight take absolutely miserable wish d know ruin need ban
-1|stop pregnancy period extreme fatigue lightheadedness constipation depression pain joint bladder abdominal pressure frequent urination bloat vitamin d deficiency excessive body hair growth body weakness poor circulation obsessive thought extreme paranoia increase acne poor digestion hot cold flash mood swing difficulty keep visual focus overall body ache pain lethargy thought suicide genital discharge incontinence insomnia easy bruising etc highly active energetic healthy overweight depo suffer inject doubt depo root cause symptom go month know wrong go specialist endocrinologist run test diagnose hypothyroidism doctor nurse lawyer believe depo cause know didn t develop problem cause confine house month don t let belief sway thousand woman suffer like have symptom describe endocrinologist likely diagnosis treatment late disease life depo lifelong suffering single shot
-1|period weight gain personality switch extremely lay nice totaly different person constant period recommend drug ve twice time fine nt period gain pound time horrible ve gain pound far month ve major depression ve able manage ve ve hit rock m constantly want kill usual happy self snap cry stupid crap personality change completely ve go lay care sweet total bitch m quick snap s like go period month ve constant period right spot constant go shake alot trouble sleep sleep trouble get wish stupid drug take market crap
-1|contraception backache dizziness feel weak fatigued change mood daily cry little reason mood swing irritability vaginal dryness ve half month injection mild effect nt attribute depo ve stop cry effect like dizziness vaginal dryness creep nt experience ache continue bad make nightmare particularly partner defeat object entirely injection week take hope effect wear soon
-1|birth control weight gain try counteract exercise bleeding begin fine month injection bleed throw menstrual cycle following month continue bleed abatement finally doctor day pill base depo day afterward strange bleeding stop regular period begin haven t bleed week bloating weight gain occasionally find cry stupid sentimentality usual m o don t
-1|Birth Control hair loss joint pain breast tenderness moodines time take year didn t notice effect period stop great mood good time stop start get extreme soreness breast near arm pit stay year time feel like crazy person extreme anxiety finally decide month ago decide tonight m go shot run hand hair chunk hair come ve notice lot hair loss comb hair didn t shot cause s go month start shot week ago start have pain right hip t explain type pain s feel like s joint good side shot don t think healthy recommend people have problem believe rate aware s haven t long experience effect
-1|menstruation cycle control increase appetite decrease sex drive mood swing depression cramp frequent spot take period control m go try different kind birth control shot run take second month cycle depo horribly body mind respond drug didn t gain weight watch eat pretty closely feel hungry like time help period effect worth bit mood mental state completely control s hurt relationship long term boyfriend
1|birth control weight gain moodiness period love shot estrogen base bc cause problem small amout weight gain factor compare virtually effect second time shot stop year break doc warn ment long term solution notice difference time get generic version shot particular formula cause effect warn possible effect doc decide start good bc alternative
1|birth control light spot shoot extreme mood swing increase appetite initial lb weight gain effect disappear couple month increase vaginal secretion second shot bring intense mood swing little nausea increase appetite far weight gain m hope effect lessen month have vaginal secretion arousal boy complain think compliment haha little iffy depo immediately shot history bipolar manic depression symptom increase greatly period last week light spot go away tell mother nurse lessen right end month realize drug birth control initial symptom body gets pill morning sickness bad experience depo love convenience initially vaginal dryness like faucet sorry graphic annoying time man m see think great nt know depo haha overall minus mood swing love s great natural spontaneous sex risk get pregnant stress remember pill forget freak week don t reccomend don t initial symptom well hope help
1|Birth Control Cramps loss sex drive low pain spot depression occasional cramp haven t get pregnant s plus loss sex drive put strain relationship love have period spotting time period last week depressed worry lot overall recommend
1|pregnant period light head occass nausea minor headache increase sex drive bad thing dark spot light bleeding start take depo couldn t remember pill start second shot hope get well body gets haven t weight gain increase appetite month ok small effect dark spot light bleed week suck stop night haven t have minor headache little nausea help acne don t worry get pregnant tell symtom normal shot effect second shot hopefully good luck try depo
1|Birth Control ve actually little effect far ve mild spot ve notice slight hair loss s okay thick hair spare ve depo month skeptical start shot read horrible review go anyways far ve minor break bleeding ve notice hair loss s worry love birth control gain weight far increase appetite s learn live mom learn embrace hunger kind birth control pill doctor prescribe shot m completely happy pill moody point constantly snap family boyfriend ve experience depo recommend think go shot try s body different remember hope happy depo year come
1|painfull period pass flesh chunk effect total happy read s realize ve go hill health wise nicely healthy start shot effect m experiance return psuedo seizure finally able stop nausia return vomiting finally stop puke life away year thank chron s lb weight gain noticeable week shoot toe nail fungus slightly jaundice obsessive increase appatite water retention poor digestion ib flare up bloody mucus stool highly unstable emotion fatigue slight depression poor comprehension hear intense craving mild head ache possible pain shot dry vaginal canal little lubrication arouse increase breast size breast tenderness oily face night sweat excessive sweat cold chill increase b o discharge odd vaginal oder iritate chron s bloat gassy irritated pain sex spot day pelvic cramp pain dry skin patch get shot s
1|weight gain Birth control lil bit weight gain moodiness get second shot depo pleased finally gain weight bit moody friend good understand bi polar shot way feel depressed get real period wo nt hear complain
1|unexplained Grand Mal seizure fog extreme short term memory loss take long recall long term memorie excess hair growth darkening body hair sleep hour night come sleep hard drunk jitter t find word headache sip alcohol mg time day month seizure unexplained doc say lifetime event think cause month anxiety stress insomnia seizure month get effect tired upset intensify bring switch med doc trileptal read effect drug think stick dilantin
1|seizure venous malformation tired drowsy difficulty word find loss memory think condition increase liver enzyme dr doesn t want time potentially have future medical procedure hospital second seizure day start dilantin difficult time get level therapuetic dilantin iv incredibly painful originally place mg day level therapuetic bump mg day finally reach therapuetic dilantin month work control seizure activity
1|drug reaction siezure seizure yr ago cause confirm lack sleep sulfur base drug month ago massive seizure actually second cause doc take oxygen c scan find day early d give drug give ultram know cause seizure overdose increase recommend dose day mg day memory loss search right tingle hand drug pressure arm lean chair arm desk ve notice problem stay stable walk find buy taking small work give licensed doc mg hour trust doctor tell pain reliever like naprosin eeg head seizure activity memory loss search right tingle hand drug pressure arm lean chair arm desk ve notice problem stay stable walk find buy taking small work normally mg morning night problem d spread mg time equal day fine
-1|Anxiety Hair loss anxiety worse terrible turn alcoholic
-1|MDD increase hunger weight gain far Effexor XR work ok probably medicine try libido well appetite increase especially night pound year antidepressant need add look appetite depressant
-1|depression GAD Panic Disorder EXTREMELY dry mouth bad constipation irritability loss sex drive withdrawal effect effective med depression take stop suicidal self harm urge long reason feel suicidal constipation dry mouth help anxiety stop withdrawal effect brain zap pin needle dizziness stomach flu like symptom irritability increase anxiety depression day stop take pretty brutal time anti depressant year issue buspar make bad
-1|Depressive Episode hypomania agitation work severe depressive episode quickly overtime start feel little bit manic agitated make impulsive decision feel sort decide stop take medical supervision withdrawal absolutely terrible need sedative shake panic attack brain zap awful overall mixed feeling month depression come
1|increase depression complete loss libido tingling feel like finger asleep finger currently take medication increase depression place medication second antidepressant maxe Celexa depression take Wellbutrin XL place severe depression year ago soon start take Effexor notice complete loss interest sex combination medication initially work day want sex week notice finger left hand feeling like asleep sensation increase hand month notice bipolar sign symptom increase rapid cycling completely miserable current living work environment think factor reason nasty mood swing sure Effexor work experience tingle finger
-1|Bcc week lesion appear arm cleavage breast start lesion rib cage stop efudex start scab scab fall bright red day erosion start heal recommence efudex use month later mess unbelievable large sore extreme pain doctor tell discontinue face week heal
-1|depression weight gain moody angry argumentative memory loss nan
-1|depression anxiety headache extreme increase appetite crave sweet weight gain lexapro prescribe elavil don t improvement take elavil headache weight gain decide slowly ween elavil
-1|PANIC DISORDER MANIC DEPRESSION weight gain unpleasantrie
-1|sleep disorder pain burn finger toe rapid heartbeat excessive sweating flu like symptom dry mouth eye uncontrolable muscle twitching tremor primarily leg tinnitus prescribe mg elavil night minor sleep apnea hope restfull sleep cpap medication help fall asleep probably increase restfull sleep effect week start take start feel burn pain stiffness hand finger toe come excessive night sweat headache rapid heart rate increase blood pressure general malaise come elavil week ago pain burn tingle hand go away feel effect withdrawal minor tremble twitch leg mild dry mouth medication ruin life month recommend take work effect
-1|migraine loss sex drive difficulty achieve orgasm drowsiness take work great migraine week minimal effect
-1|EASE MIGRAINES keep alert unable sleep dizziness hot flash nan
-1|Interstitial Cystitis IBS weight gain begin take amitriptyline elavil month ago dr increase dose mg day suppose help interstitial cystitis possibly irritable bowel syndrome thing didn t help secondly cause close pound short period time m short person curve weigh upper limit s healthy size add weight ve add feel uncomfortable body unhealthy doctor gradually decrease dosage past week tomorrow completely seriously recommend look medication possible take lot people experience weight gain problem medication try wish good
1|migraine constipation severe thirst increase need sleep hour night drowsy morning pound weight gain sex drive affect m tired lot s significant difference migraine completely go few intense reduce migraine month lose work day month lose work day migraine usually hit miss dose consider cut dosage half bloating constipation awful skip dose hour sleep time available
1|Insomnia rapid weight gain find take experience rapid weight gain investigate find doctor prescribe medicine anorexic bulimic gain weight regardless stop week ago effortlessly lose lbs m hope continue bit lose elavil m herbal combination l tryptophene melatonin lemon balm lavender follow supplement chamomile tea work great weight
1|Migraine take mg bed experienced weight gain lbs month fatigue feeling muscle weakness migraine horrific include vomitte get frequently approximately time week start take medicine feel get life like learn manage weight drug stable weight prior drug
-1|Psoriatic Arthritis involve clinical trial major nyc hospital month experience accute neurological numbness arm right thigh known effect start trial doctor measure coverage month stop drug effect go away completely psoriasis consumme skin disaster miracle drug pa change health habit trial control like stay away cost get free class action suit brew m
-1|psoriasis painful injection site redness hardness skin surround site start get eczema time drug drug nt help improve psoriasis
1|RA feel little tired lately effect find ra month complain joint pain fatigue night sweat doctor decide test level low pain swelling severe start enbrel concerned effect far feel great m sure feel comfortable jogging like able everyday activity pain
1|psoriasis bit fatigue slight pain injection site nearly bad pre fill syrinx swell itch injection site stomach issue headache overall effect severe mg auto injector twice week month definitely feel worth effect psoriasis cure
1|ankylose spondylitis injection site reaction start month treatment continue fail bad inject thigh far effect suffer year diagnosis finally find cause pain stiffness currently use enbrel celebrex big difference life
1|psoriasis psoriatic arthritis amazing mg methotrexate week month mg sulfasalazine day month help need fluid remove knee week ml time tell surgeon thing go help operation remove lining knee give enbrel week difference able walk crutch able thing recommend
1|RA tired gain weight enbrel help lot rid pain sport running swimming simply enjoy life weekly injection upper thigh leg alternatively
1|Psoriatic Arthritis injection sight reaction fairly large inch red itchy whelp day ability live like don t arthritis morning pain wake flu like symptom day ache knee hand miracle drug
1|RA OA effect read want urge enbrel try asap t tell scared drug hear read ton website include effect take enbrel pain agony ra oa think die effect hope die feel pain ra oa take enbrel effect actually feel well get ra oa know different try know man relief avail scared time husband give injection have small anxiety attack injection like miracle couldn t believe happen feel instant relief joint october january feel fantastic flareup hand right elbow awhile naproxen hydrocodone pain go instantly doesn t return couple month try today don t scared anymore
1|Psoriatic Arthritis injection sight reaction fairly large inch red itchy whelp day ability live like don t arthritis morning pain wake flu like symptom day ache knee hand miracle drug
1|plaque guttate psoriasis painful injection time burn real effect awhile month experience backache little listless forgetful time benefit drug far outweigh effect far cover head toe plaque psoriasis couldn t shower lie night excruciating pain gladly suffer effect describe exchange considerable clearing m mg weekly breakthrough plaque go winter cold med ve see increase infection folk describe
1|depression anxiety help anxiety depression stutter little result anafranil energy doesn t solve anxiety depression reduce percent
1|Crohn peri rectal abscess appetite anxiety weepy emotional bad tasting stuff wacke huge infection peri rectal abscess drug month save life realize drug make feel weak emotional able tolerate well doctor say know cause effect sick need big gun antibiotic hate thankful work thankful hang people
-1|nerve pain swelling leg foot total lack energy nausea stop medication pain easy effect
-1|psoriasis extreme fatigue hour follow injection injection moderate severe psoriasis year old bad area scalp try topical puva cream pill limited control disease hopeful humira go godsend month time psoriasis scalp wonderful unfortunately get time bad start humira spread like hourly basis hair fall situation take heavy toll emotional state
-1|Ulcerative Colitis increase fatigue ache real change uc nan
-1|p PA cloudy thought pain finger tip toe increase itchy skin entire body psoriasis flare loss appetite extreme tiredness sore tooth constant clenching jaw grinding tooth severe reaction initial loading dose pass day restart treatment find initial hour ater injection feel great hour injection honestly miserable pa practically disappear p little improvement area get dramatically bad nail day lose nail entirely doctor actually increase dose frequency enbrel year entirely p pa free drug simply stop work switch humira sure think begin think effect bad disease diagnose enbrel change save life humira make feel like sh
-1|RA psoriasis take enbrel year drug apparently stop work doctor switch humira drug work stare severe low pain psoriasis significantly worsen general condition turn pre enbrel stage suffer infection doctor s appointment week demand take humira prescribe alternative
-1|crohns appetite dizziness tired sleep hour sinus infection relate diarrea mental fogginess forgetful easily make bad decision nan
1|Crohn bad dry skin face ear itchy scabby rashe arm shoulder leg drug help crohn s amazingly twinge pain skin problem start control meeting doctor week hopefully prescribe wo nt mean stop humira
1|Crohn acne weight gain lbs month arm leg fall asleep easily swell calf ankle start humira month ago bc remicade stop work humira control crohn s symptom wonderfully s bring effect didn t know ve acne problem consistently pimple face time randomly gain lb soon start humira belly kind stick kind like m slightly pregnant ve notice arm leg fall asleep tingly lot easy start take humira low leg feel swollen go away week overall think humira good well prednisone s sure wish remicade work effect
1|crohns UC severe nausea gi flare go help w nausea
1|RA take prednisone mtx increase week feel hard breath cause panic drug work exercise use hand hurt ride stationary bike hip flexor hurt hard left leg want use hand wish well want exercise t
1|ps bad headache day shoot nan
1|crohns tire morning injection injection site red bruised itchy notice red patch dry skin ve crohns yr prednisone pentasa steriod help bounce feel well go humira crohns symptom work great review frightening feel bit lucky hope humira good true
1|psoriasis small cut hang nail nick don t heal month notable effect ib notice change worsen symptom effect injection site reaction clear psoriasis month half take humira change life improve quality life fold psoriasis year time child wear tshirt bathing suit dress think p hour everyday p arm leg torso scalp injection suck hurt average needle pain compare pain p prefer prefille syringe problem autoinjector pen inject prematurely user error couldn t hold skin firmly nerve inject twice air waste needle inject upper leg
1|essential thrombocytosis work lower platelt normal range effec worried long tern use
1|Polycythemia Vera take hydrea polycythemia vera have surgery doctor take surgery have phlebotomys say absolutely need love stop bruise stop itchy shower stop feel red hot multiple sclerosis enjoyed have pv bother
-1|hypertension medicine induce lupus low risk drug induce lupus wouldn t recommend drug autoimmune disorder fibromyalgia think possibly drug lupus usually go away day quit drug month take hctz month
-1|pregnancy preventio extremely tired depressed migraine panic attack pain love idea excited constant pain arm doctor swear relate tired moody motivation hope change remove today
-1|nsip liver enzyme go roof retry month later day treatment severe pain liver enzyme escalate doctor say deathly allergic
-1|Crohn tumor apparently risk tumor cancer increase patient teenager young adult azathioprine know toxic drug skin cancer risk cancer research uk team find drug alter dna trigger cancer user expose ultraviolet light patient drug extra care sun azathioprine interact uva light form novel photoproduct t repair http news bbc co uk hi health stm
-1|UC skin growth face severe acne prednisone leave scar wart win t away incessant nausea significant hair loss eye infection imuran decrease ability fight infection try safe treatment disease supposedly severe disease remission strict diet probiotic drug disease bad thing overall health quality life know expect course mitigate prevent damage drug cause d recommend try safe treatment weren t safe effective
-1|ILD Interstitial lung Desease lose energy littlest exersion fatigue sleep head ache prednisone help mg day
-1|connective Tissue Disease severe pain oxycodone extreme fatigue bed month loss appetite bursitis flare hip wrist pain upper respiratory infection anemia begin mg work mg notice well bad dosage mg effect hit like ton brick stop take day ago pain get little well doctor tell wouldn t notice change week
-1|pound heart start increase dose hell break loose mg day month mg day mg mg start get weird vibration head hear feel like take belt sander hit second come day long scary think different week ago start realize up med decrease day vibration lessen today day stuff get little vibration near let know hope get outta system soon
1|Migraines extremely vivid dream wake talk see dream occur room wake listlessness lethargy worried long term effect take medication effect heart want medication rest life super happy migraine month
1|BP Migraines month comment March product have issue adjust med blood pressure lower migraine free manage lose pound sure relate energy hang awhile right dosage feel great
1|difficulty lose weight duromine occasion dry mouth stress gassy take duromine mth mth break mth lose kg gain break error lose kg week pill total weight loss kg weight problem hit puberty thing kill exercise work night problem sleep read problem good thing tell don t sleep problem close eye work s case case thing manage eat piece fruit dinner day weigh twice day weight differ morning night s good guide know doesn t lose weight day week stay scale think gain weight didn t know time day light feel confident h
-1|bulge disc neck lumbar extreme lasting effect extreme tingling deep itching sensation arm hand leg foot numbness arm intermittent cramping stabbing prick sensation movement aggravate symptom symptom progressively bad day go disable end day symptom last week insomnia red puffy face red chest feel kind manic extremely irritable throat close time feel dizzy shot epidural facet week period mg total kenalog injection jan extreme lasting effect extreme tingling deep itching sensation arm hand leg foot numbness arm intermittent cramping stabbing prick sensation movement aggravate symptom symptom subside like warn effect doc administer injection apparently see adverse reaction mild facial flushing read recent bloomberg news article danger steroid include kenalog http mobile bloomberg com news bristol myer warning ignore steroid shot tie death know effect agree injection encourage suffer effect kenalog contact manufacturer bristol myer squibb register complaint number need leave basic info age medication effect symptom bristol myer send warning reference bloomberg article b c complaint continue complaint eventually effect change drug administer
-1|Angulated Coccyx bone menstrual cycle completely mess period month bleeding control medication steroid slow release stay system month have continuous bleed month later doctor deny initially nt want accept responsibility site effect women menstral cycle drastic glad finally know cause ongoing bleeding start kenalog shoot recommend take shot woman
1|severe allergy effect burn inject notice small dent injection site problem suffer bad allergy cat aware cause problem inside chest pain bad bring knee trouble breathe air constantly feel suffocate irregualr heartbeat generaly itchy watery eye nose shoot go away feel good past year wear notice huge difference shortness breath come
1|depression mood swing noticeable gain lbs frame total tragic life factor time hard believe mgs cause weight gain stop take bloat abdominal discomfort lessen considerably weight gain pause week pant long fail zip week wear
1|child severe anger depression Slight appetite loss son extensive medical history symptom anger reactivity severe doctor tell autism spectrum cycle medication try help finally seek opinion new neurologist strongly recommend Lamictal start low dose work way mg go have kid miserable depressed have superstar class president s happy loving funny cooperative social feel sorry kid suffer way go untreated know medication work miracle
1|swell leg foot nan get job
-1|anxiety depression derealization day mg strange thought strange feeling fog increase anxiety eventually symptom go away up feel strange briefly delusion go away day drug pupil dilate take notice benefit friend have severe anxiety depression medicine help awful experience severe symptom start dose suggest stop take med doctor tell wait learn med thing acceptable find doctor comfortable know
-1|misdiagnose depression major fog head lack caring lack sex drive suicidal thought tendency lack appetite focus Dose start mg raise week mg try explain doc feel wrong suicidial withdraw month half stop med medical advice fourth month use thank god friend stop randomly warn week fog clear suicidal thought stop completely take month fully return mentally strongly suggest doctor listen patient feel wrong good come seek second opinion dsmv workup suitable social phobia general anxiety
1|Depression Anxiety Headache Drowsiness take Lexapro help lot depression anxiety day bad time help lot
-1|bipolar type psychotic feat headache extreme anxiety lethargy depression tiredness lot acne amenorrhea weight gain hunger thirst mental fog anhedonia sluggishness flat feeling emotion slightly reduce racing thought normally don t feel benefit drug sedation extreme feel teen ugh
-1|Endometriosis cyst hot flash mood swing migraine week pain feel like flu skin hurt stay bed stomach knot diarrhea awful sure hope worth end shoot Jan Feb March last month April feel like crap think deal menstrual cramp easy
1|prostate cancer Hot flash memory loss fuzzy headed weight gain radical prostatectomy follow combination external radiation Lupron injection lower psa undetectable Lupron month month shot come watch wait happen curious experience short term memory loss oncologist think know
-1|Pain sub potency switch roxane brand drug potent brand roxane true generic drug potency vary brand potency reason folk methadose choose possible active ingredent product probably save money roxane brand request pharmacy
-1|estrogen free have cancer have mood swing hard relationship spot face tender breast bad cramp heavy bleeding tell nt bleed disappointed nt recommend nan
-1|Birth Control loss sex drive bacteria vaginosis bv extreme vaginal dryness extremelly painful breast acne entire body extreme mood swing pill month breast don t hurt anymore acne mellow mood regulate sex drive vaginal dryness keep cause bv infection like pill kick body perimenopause suck pill online look company sue
-1|birth control severe anxiety panic attack rash increase body acne take pill month begin notice effect continue bad finally stop take pill month ve stop take effect gradually get well thing aren t normal
-1|contraceptive gassy bloated weight gain sharp pain breast heavy heavy bleeding long period overall pain body hard explain anxious sex drive fatigue didn t know symptom relate pill pill year look symptom look like possibility ovarian cancer read comment realize start sypmtom start damn pill thank post m get thing
-1|migraine birth control hair loss acne long irregular period notice hair bathroom floor day m afriad lose continue take pill period week long irregular day old pill feel like get period month start acne neck
-1|breastfeed heavy bleeding day day bleeding headache tiredness cranky horrible make feel weak time constantly have heavy period make hard want lie bed depressed
-1|Birth Control Migraines extremely heavy period last wks abdominal cramping pain cycle migraine nausea weight gain anxiety attack bloat constantly hungry extremely sore swollen breast doctor suggest pill ectopic pregnancy short term birth control solution migraine pill estrogen stop take pill gain alot weight feel generally unwell alot time
-1|stop bleed bad weight gain headache bleed month take pill major diet change weight come hungry time bleeding pill go help help period place long day heavy day light minute m bleed heavy flow stop pill thank woman share story
-1|endometriosis weight gain severe mood swing anger burst tear reason intrest life wish find site soon take month feel low wothless entire life suffer bad period pain caay like bin
-1|estrogen panic attack mood swing recommend nerve issue problem estrogen pill blood clot panic attack go year anxiety blood mother grandmother pretty bad pill bad hate stop take day ago realize pill make lunatic birth control frankly pregnant pill hate kid hha
-1|Birth Control severe anxiety mood swing iriitableness weight gain tiredness constant heavy spotting month real period killer sex life specifically ask gp pill dosent cause anxiety depression prone diagnose micronor mnth feel bad nervouse wreck
-1|Smoker age headache breast soreness increase size erratic period hr window difficult maintain travel regularly hrs time difference reason change old birth control combine pill slight chance blood clot fact smoke fit regularly issue combined pill hr window tablet suit y professional life travel world
-1|Birth Control start take micronor month ago bcp s past originally go bcp year age smoker quit smoking get relationship choose birth control month pill ok period month month start feel tenderness breast last straight past couple month wake pin needle foot feel restless sleep symptom coincidental go emotional time life experience depression fatigued unfortunately day period come information find take pill think option birth control nan
-1|nursing bloat weight gain period month heavy period start take pill nursing feel bloated start gain weight eat healthy exercise regularly gain lbs paranoid pregnancy period irregular period heavy plan get soon
1|depression anorgasmia orthostatic hypotension insomnia hypersomnia myclonic jerk constipation fart excessive sweating slow metabolism work great month effect go month minor constipation soft stool excessive sweating eat salt relieve embarassing sweat complete success recovery combine modafinil modafinil usually feel tired groggy blunt functioning appetite decrease attention increase
1|depression drink alcohol medication tell limit alcohol seriously disasterous consequence nan
-1|Acid Reflux Nausea Extreme anxiety nervousness restlessness day insomnia depression mood swing twitch tremor fatigue dizziness feel unwell cough sneeze sinus issue poor appetite weight loss brain fog hair loss lower muscule spasm lower dose try taper get severe rebound acid nausea deal effect taper take forever
-1|SEVERE CHRONIC PAIN amp HERN disks et dear write know talk list REAL EMAIL ADDY have pain problem year take NORCO APPROX year list go record help IMMENSELY try myriad pain pill include non narcotic OPANA suck Norco extremely effective control pain obv short duration little effect understand Tylenol toxic liver large dose mg high mg Tylenol day lot thing toxic liver course opiate narcotic hard liver great saying live moderation pretty live life care supplement daily include milk thistle liver entire hepatic functio drug addict switch OPANA B C switched old OXY new OP VERSION harder ABUSE loathe disgusting DEGENERATE addict hard LEGIT PPL LIKE REAL pain PROBLEMS TAKEN seriously right PAIN MEDS
-1|bulge DISKS CHRONIC PAIN FIBRO EXTREME constipation NAUSEA TIMES DROWSINESS HEIGHTENED ANXIETY DRUGGED feeling start MED MG despite fact want OXY BAD SCIATICA NERVE PROBLEMS MG NORCO DAILY godsend doctor love insist MED B C DRUG REPS PUSH FAIRLY new medication expensive bcbs COPAY think OXY BUCKS OPANA GENERIC good PAIN severe want BED EFFECTIVE DOSE ANYMORE take MG OXY period THATS NEEDED drug NORCO MAIN PAIN RELIEVER gets bad start MG OPANA strong stuff understand PPL take MG high dead make feel like DRUGGED ZOMBIE MG need supplement good like NORCO
-1|irregular heart beat destoryed vision eye prescription dizziness go waist size month extremly tired sleep alot take drug month take year restore vision waist size friend tell kill twin brotherand kill class action law suit come surface Harvard doctor give drug cardoconverson drug killer person bodly fuction
1|treatment resistant depression bad taste eat getting dry mouth hair loss fortunately plenty feel cold easily appetite loss good thing depress year try different med combination session est non responsive dr hospital recommend old drug parnate say benefit outweigh effect restriction don t miss cheese coldcut miss salt fish soya sauce parnate time year feel like normal person didn t know depressed go away t believe difference life hereditary hypertension med adjust imovane sleep experience insomnia report take month feel don t week life saver
